battVoltage,battTemp,battLevel,battLevelDiff,binderTransaction,binderReply,binderAcquire,binderRelease,binderActiveNodes,binderTotalNodes,binderActiveRef,binderTotalRef,binderActiveDeath,binderTotalDeath,binderActiveTransaction,binderTotalTransaction,binderActiveTransactionComplete,binderTotalTransactionComplete,binderTotalNodesDiff,binderTotalRefDiff,binderTotalDeathDiff,binderTotalTransactionDiff,binderTotalTransactionCompleteDiff,cpuUsage,memActive,memInactive,memMapped,memFreePages,memAnonPages,memFilePages,memDirtyPages,memWritebackPages,networkTotalTXPackets,networkTotalTXBytes,networkTotalRXPackets,networkTotalRXBytes,networkTotalTXPacketsDiff,networkTotalTXBytesDiff,networkTotalRXPacketsDiff,networkTotalRXBytesDiff,permissions,class
4185,290,99,0,125345,86142,9545,7161,653,7592,993,9548,182,3310,3,211481,0,0,6,7,2,360,0,38.663967,206236,39376,70024,6925,36804,24687,1,0,5899,713915,6824,7986688,0,0,0,0,150,-1
4185,290,99,0,125667,86353,9558,7171,656,7603,996,9561,182,3313,3,212014,0,0,11,13,3,533,0,41.15308,206260,39376,70024,6925,36808,24687,1,0,5899,713915,6824,7986688,0,0,0,0,150,-1
4185,290,99,0,125948,86517,9567,7178,658,7611,998,9570,182,3315,3,212459,0,0,8,9,2,445,0,37.550201,206060,39376,70024,6955,36759,24687,1,0,5899,713915,6824,7986688,0,0,0,0,150,-1
4185,290,99,0,126262,86712,9579,7188,660,7621,1000,9582,182,3317,3,212968,0,0,10,12,2,509,0,41.414143,205900,39376,70024,7030,36682,24687,1,0,5899,713915,6824,7986688,0,0,0,0,150,-1
4185,290,99,0,126428,86811,9579,7192,656,7621,996,9582,181,3317,3,213233,0,0,0,0,0,265,0,32.05645,205688,39376,70024,7060,36666,24687,2,0,5899,713915,6824,7986688,0,0,0,0,114,-1
4185,290,99,0,126645,86954,9586,7212,643,7627,983,9589,182,3319,3,213593,0,0,6,7,2,360,0,37.903225,205124,39376,70024,7225,36496,24687,2,0,5899,713915,6824,7986688,0,0,0,0,114,-1
4185,290,99,0,126829,87071,9593,7217,645,7633,985,9596,182,3321,3,213894,0,0,6,7,2,301,0,36.746986,204908,39376,70024,7240,36469,24687,1,0,5899,713915,6824,7986688,0,0,0,0,114,-1
4188,290,99,0,127130,87293,9593,7217,645,7633,985,9596,181,3321,3,214417,0,0,0,0,0,523,0,40,205076,39376,74368,7240,36509,24687,1,0,5899,713915,6824,7986688,0,0,0,0,114,-1
4188,290,99,0,127367,87484,9602,7223,648,7642,988,9605,182,3323,3,214845,0,0,9,9,2,428,0,36.895161,205248,39376,69952,7210,36558,24687,1,0,5899,713915,6824,7986688,0,0,0,0,114,-1
4188,290,99,0,127671,87673,9614,7230,651,7652,992,9617,183,3325,3,215338,0,0,10,12,2,493,0,38.353413,205124,39376,69952,7195,36522,24687,1,0,5899,713915,6824,7986688,0,0,0,0,114,-1
4176,350,98,0,70248,52835,6831,4826,510,5372,836,6841,166,3022,8,123078,0,0,7,20,2,159,0,39.473682,192140,54528,83780,6404,36700,25143,16,0,5148,757839,7946,9448359,0,0,0,0,115,-1
4176,350,98,0,70338,52888,6832,4838,502,5372,826,6842,166,3022,9,123221,0,0,0,1,0,143,0,100,193828,73248,84548,1035,36657,30193,18,406,5148,757839,7946,9448359,0,0,0,0,115,-1
4175,350,98,0,70845,53323,6862,4849,513,5391,845,6872,169,3037,8,124163,0,0,19,30,15,942,0,76.430206,200304,66400,83108,953,37707,29083,1,0,5153,758565,8018,9477112,5,726,72,28753,109,-1
4186,340,98,0,110853,81152,8615,6270,587,6765,938,8625,176,3225,13,191999,0,0,32,55,10,523,0,44.09594,197468,31504,89792,9050,36723,20620,4,0,7518,1134944,10228,11355175,0,0,0,0,118,-1
4186,340,98,0,111291,81447,8643,6305,582,6786,934,8653,178,3229,12,192732,0,0,21,28,4,733,0,61.368652,198592,31732,82344,8741,37030,20643,1,0,7525,1135763,10234,11356088,7,819,6,913,118,-1
4186,340,98,0,111788,81767,8650,6318,576,6792,927,8660,178,3230,12,193549,0,0,6,7,1,817,0,49.796749,199320,31752,82348,8531,37214,20645,8,0,7526,1135833,10235,11356140,1,70,1,52,118,-1
4186,340,98,0,111995,81892,8654,6318,579,6795,931,8664,178,3230,12,193881,0,0,3,4,0,332,0,48.472504,199024,32504,83060,8276,37130,20847,2,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,112494,82218,8656,6322,577,6797,929,8666,178,3230,12,194706,0,0,2,2,0,825,0,52.29541,199320,32600,82504,8246,37158,20908,1,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,112607,82284,8656,6322,577,6797,929,8666,178,3230,12,194885,0,0,0,0,0,179,0,43.699188,199216,32604,82504,8276,37133,20910,1,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,112873,82455,8668,6332,579,6807,931,8678,178,3232,12,195322,0,0,10,12,2,437,0,41.749504,199156,32604,82508,8261,37113,20910,1,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,113287,82717,8691,6364,567,6825,921,8701,179,3239,12,195998,0,0,18,23,7,676,0,40.733196,199244,33444,82636,8034,37142,21120,1,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,113454,82834,8691,6367,566,6825,919,8701,177,3239,12,196282,0,0,0,0,0,284,0,35.270542,197956,33444,82636,8334,36815,21120,2,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,113680,82969,8702,6374,570,6835,923,8712,179,3242,14,196643,0,0,10,11,3,361,0,37.373737,198056,33444,82636,8319,36838,21120,1,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,113947,83148,8713,6384,571,6844,924,8723,178,3244,12,197089,0,0,9,11,2,446,0,39.478958,198100,33444,82636,8304,36860,21120,1,0,7526,1135833,10235,11356140,0,0,0,0,118,-1
4186,340,98,0,114313,83362,8725,6394,573,6854,926,8735,178,3246,12,197669,0,0,10,12,2,580,0,39.516129,198184,33444,82640,8259,36871,21120,1,0,7526,1135833,10239,11356852,0,0,4,712,118,-1
4186,340,98,0,114526,83477,8732,6396,576,6860,930,8742,179,3248,12,197997,0,0,6,7,2,328,0,31.863728,198048,33448,82640,8304,36837,21121,1,0,7526,1135833,10239,11356852,0,0,0,0,118,-1
4186,340,98,0,114769,83624,8739,6401,578,6866,932,8749,179,3250,12,198387,0,0,6,7,2,390,0,32.388664,197760,33516,82640,8415,36821,21092,1,0,7526,1135833,10239,11356852,0,0,0,0,118,-1
4186,340,98,0,114931,83710,8739,6404,577,6866,930,8749,177,3250,13,198635,0,0,0,0,0,248,0,34.020618,197284,33676,82640,8565,36826,20997,2,0,7526,1135833,10239,11356852,0,0,0,0,118,-1
4186,340,98,0,115136,83834,8748,6411,579,6874,932,8758,178,3252,12,198964,0,0,8,9,2,329,0,36.127743,197428,33676,82640,8565,36869,20997,1,0,7526,1135833,10239,11356852,0,0,0,0,118,-1
4186,340,98,0,115342,83954,8755,6416,581,6880,934,8765,178,3254,12,199290,0,0,6,7,2,326,0,34.615383,197352,33676,82640,8565,36845,20997,1,0,7526,1135833,10239,11356852,0,0,0,0,118,-1
4181,330,98,0,115565,84103,8766,6440,567,6889,921,8776,178,3261,12,199662,0,0,9,11,7,372,0,38.585857,197444,34644,82816,8340,36868,21244,1,0,7528,1136890,10240,11356892,2,1057,1,40,118,-1
4181,330,98,0,115888,84302,8779,6449,570,6900,925,8789,179,3264,12,200184,0,0,11,13,3,522,0,46.478874,197372,34664,82816,8295,36886,21244,1,0,7529,1136936,10241,11356920,1,46,1,28,118,-1
4181,330,98,0,116187,84463,8788,6457,572,6908,926,8798,178,3266,12,200644,0,0,8,9,2,460,0,35.365852,197476,34664,82816,8280,36875,21244,1,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,116497,84650,8800,6467,574,6918,928,8810,178,3268,12,201141,0,0,10,12,2,497,0,38.229378,196600,34664,82816,8475,36656,21244,2,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,116739,84827,8801,6467,574,6918,929,8811,177,3277,12,201560,0,0,0,1,9,419,0,33.001987,196672,34740,82864,8490,36673,21264,1,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,116957,84948,8808,6472,576,6924,931,8818,178,3279,12,201899,0,0,6,7,2,339,0,36.41851,196588,34740,82864,8475,36652,21264,1,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,117193,85082,8815,6477,578,6930,933,8825,178,3281,12,202269,0,0,6,7,2,370,0,37.274548,196620,34740,82864,8460,36660,21264,1,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,117267,85136,8815,6477,578,6930,933,8825,177,3281,12,202397,0,0,0,0,0,128,0,31.854839,196592,34740,82864,8460,36688,21264,1,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,117532,85292,8822,6482,580,6936,935,8832,178,3283,12,202818,0,0,6,7,2,421,0,36.345383,196380,34796,82864,8475,36644,21233,1,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4181,330,98,0,117816,85462,8835,6489,584,6947,940,8845,179,3286,12,203272,0,0,11,13,3,454,0,36.254978,196232,34796,82864,8520,36607,21233,2,0,7529,1136936,10241,11356920,0,0,0,0,118,-1
4168,290,99,0,9788,8500,2912,1424,668,2175,1085,2912,189,1515,3,18288,1,0,834,850,822,3612,0,99.397591,220300,57204,83192,644,40941,28535,0,0,225,21838,345,237650,0,0,0,0,117,-1
4168,290,99,0,11129,9665,3383,1925,622,2630,1041,3383,188,1951,2,20794,0,0,455,471,436,2506,0,99.579834,225972,55468,85788,722,42858,27202,0,2,225,21838,345,237650,0,0,0,0,117,-1
4168,290,99,0,12478,10718,3546,2056,664,2786,1074,3546,196,2072,1,23196,0,0,156,163,121,2402,0,100,228640,53080,89348,914,44027,26487,40,0,302,35079,409,281214,77,13241,64,43564,117,-1
4168,290,99,0,13258,11358,3807,2260,721,3047,1131,3807,195,2326,1,24616,0,0,261,261,254,1420,0,99.6008,227480,53012,89384,1212,43705,26502,2,0,308,36316,414,281760,6,1237,5,546,117,-1
4168,290,99,0,14219,12183,4159,2667,629,3384,1028,4159,193,2645,2,26402,0,0,337,352,319,1786,0,75.751076,226912,53672,90152,1405,43540,26715,28,0,308,36316,414,281760,0,0,0,0,117,-1
4168,290,99,0,14689,12447,4166,2671,624,3391,1013,4166,189,2647,1,27136,0,0,7,7,2,734,0,57.599998,225080,53920,90084,1913,43058,26776,5,0,308,36316,414,281760,0,0,0,0,117,-1
4168,290,99,0,15025,12626,4181,2682,626,3404,1016,4181,190,2650,1,27651,0,0,13,15,3,515,0,52.799999,225136,53916,90152,1898,43072,26775,1,0,312,36596,416,281864,4,280,2,104,117,-1
4168,290,99,0,15577,12931,4199,2694,629,3417,1022,4199,190,2658,1,28508,0,0,13,18,8,857,0,59.10931,225312,55316,90472,1523,43118,27132,2,0,312,36596,416,281864,0,0,0,0,117,-1
4168,290,99,0,15906,13116,4209,2702,632,3426,1024,4209,189,2661,1,29022,0,0,9,10,3,514,0,59.200001,225308,55408,90488,1463,43111,27151,2,0,312,36596,416,281864,0,0,0,0,117,-1
4168,290,99,0,16185,13243,4215,2707,633,3431,1025,4215,189,2662,1,29428,0,0,5,6,1,406,0,54.618473,225276,55404,90484,1463,43116,27150,2,0,312,36596,416,281864,0,0,0,0,117,-1
4183,300,99,0,16559,13439,4229,2748,607,3443,998,4229,189,2664,1,29998,0,0,12,14,2,570,0,57.459679,225264,55404,90492,1463,43102,27151,1,0,312,36596,416,281864,0,0,0,0,117,-1
4183,300,99,0,17016,13663,4242,2758,609,3453,1001,4242,189,2666,1,30679,0,0,10,13,2,681,0,59.15493,224896,55448,90516,1542,43009,27163,1,0,312,36596,416,281864,0,0,0,0,117,-1
4183,300,99,0,17313,13804,4251,2762,612,3461,1005,4251,190,2668,1,31117,0,0,8,9,2,438,0,54.274353,224968,55452,90516,1497,43024,27166,5,0,312,36596,417,281892,0,0,1,28,117,-1
4183,300,99,0,17695,13988,4260,2769,614,3469,1007,4260,190,2670,1,31683,0,0,8,9,2,566,0,56,225004,55456,90520,1497,43032,27166,2,0,312,36596,417,281892,0,0,0,0,117,-1
4183,300,99,0,17980,14120,4269,2776,616,3477,1009,4269,190,2672,1,32100,0,0,8,9,2,417,0,53.521126,225056,55456,90520,1467,43082,27166,2,0,312,36596,417,281892,0,0,0,0,117,-1
4183,300,99,0,18220,14242,4275,2785,615,3483,1007,4275,189,2672,1,32462,0,0,6,6,0,362,0,53.968254,225388,55456,90516,1407,43102,27165,2,0,312,36596,417,281892,0,0,0,0,117,-1
4183,300,99,0,18520,14385,4283,2803,606,3490,997,4283,188,2673,1,32905,0,0,7,8,1,443,0,59.274193,225360,55456,90520,1377,43125,27165,1,0,313,36666,418,281944,1,70,1,52,117,-1
4183,300,99,0,18834,14551,4292,2810,608,3498,999,4292,189,2675,1,33385,0,0,8,9,2,480,0,52.727272,225248,55456,90520,1407,43095,27165,1,0,314,36712,419,281972,1,46,1,28,117,-1
4183,300,99,0,19231,14752,4304,2820,610,3508,1001,4304,189,2677,1,33983,0,0,10,12,2,598,0,53.892216,225432,55456,90520,1377,43150,27165,1,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,19610,14927,4315,2829,612,3518,1003,4315,189,2679,1,34537,0,0,10,11,2,554,0,56.338028,225384,55456,90524,1377,43130,27166,2,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,20001,15116,4327,2839,614,3528,1005,4327,189,2681,1,35117,0,0,10,12,2,580,0,54.581673,225432,55456,90524,1345,43142,27166,2,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,20241,15215,4327,2839,614,3528,1005,4327,188,2681,1,35456,0,0,0,0,0,339,0,54.216869,225472,55456,90524,1330,43160,27166,2,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,20567,15383,4338,2858,606,3538,997,4338,189,2683,1,35950,0,0,10,11,2,494,0,56.913826,225500,55456,90520,1285,43158,27165,1,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,20878,15539,4348,2867,607,3547,998,4348,189,2684,1,36417,0,0,9,10,1,467,0,54.233871,225392,55456,90524,1300,43134,27166,1,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,21153,15673,4348,2867,607,3547,998,4348,188,2684,1,36826,0,0,0,0,0,409,0,53.629032,225560,55456,90452,1270,43214,27166,1,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,21449,15814,4355,2872,609,3553,1000,4355,188,2686,1,37263,0,0,6,7,2,437,0,55.799999,225624,55456,90448,1255,43196,27165,2,0,314,36712,419,281972,0,0,0,0,117,-1
4183,300,99,0,21865,16032,4368,2881,612,3564,1004,4368,190,2689,1,37897,0,0,11,13,3,634,0,54.365078,225776,55460,90448,1240,43193,27166,2,0,314,36712,419,281972,0,0,0,0,117,-1
4175,320,98,0,37103,26967,5417,3604,623,4292,997,5420,181,2828,1,64066,0,0,18,38,5,249,0,41.093117,200456,40424,89904,5600,38243,22057,16,0,2495,323816,2545,2548596,6,420,0,0,119,-1
4175,320,98,0,37520,27239,5440,3623,624,4308,1002,5443,183,2832,0,64755,0,0,16,23,4,689,0,41.046276,200316,40428,84284,5649,38181,22058,22,0,2499,324096,2545,2548596,4,280,0,0,119,-1
4175,320,98,0,37924,27558,5452,3633,627,4318,1007,5457,182,2832,2,65478,0,0,10,14,0,723,0,37.651821,199784,40672,84380,5692,38076,22119,20,0,2501,324236,2545,2548596,2,140,0,0,119,-1
4175,320,98,0,38388,27855,5485,3645,645,4346,1026,5488,183,2836,0,66239,0,0,28,31,4,761,0,47.36842,199960,40668,84448,5617,38118,22119,2,0,2501,324236,2545,2548596,0,0,0,0,119,-1
4175,320,98,0,38804,28114,5500,3655,649,4358,1030,5503,184,2839,0,66914,0,0,12,15,3,675,0,44.68504,199736,40676,88848,5617,38081,22120,9,0,2505,324516,2545,2548596,4,280,0,0,119,-1
4175,320,98,0,39395,28482,5516,3668,652,4372,1033,5519,183,2842,0,67873,0,0,14,16,3,959,0,47.657841,200100,40676,84368,5587,38161,22121,4,0,2505,324516,2545,2548596,0,0,0,0,119,-1
4175,320,98,0,39802,28739,5537,3703,638,4389,1020,5540,184,2847,0,68537,0,0,17,21,5,664,0,41.497974,200232,40676,84448,5497,38186,22121,1,0,2507,324656,2545,2548596,2,140,0,0,119,-1
4175,320,98,0,40258,28993,5551,3719,638,4401,1018,5554,182,2849,0,69247,0,0,12,14,2,710,0,43.086174,199932,40676,84376,5587,38112,22120,4,0,2507,324656,2545,2548596,0,0,0,0,119,-1
4175,320,98,0,40491,29145,5557,3724,639,4406,1019,5560,181,2850,0,69632,0,0,5,6,1,385,0,33.739838,200048,40676,84384,5572,38148,22121,2,0,2507,324656,2545,2548596,0,0,0,0,119,-1
4187,320,98,0,40745,29306,5568,3737,641,4416,1017,5571,182,2852,0,70047,0,0,10,11,2,415,0,35.119049,200344,40676,84380,5512,38215,22120,1,0,2511,324936,2546,2548624,4,280,1,28,119,-1
4187,320,98,0,41060,29510,5582,3749,643,4428,1019,5585,182,2854,0,70566,0,0,12,14,2,519,0,39.878544,200120,40676,84384,5512,38166,22121,2,0,2512,324982,2547,2548652,1,46,1,28,119,-1
4187,320,98,0,41493,29781,5600,3765,645,4444,1021,5603,182,2856,0,71270,0,0,16,18,2,704,0,38.63179,200224,40676,84380,5482,38192,22120,1,0,2512,324982,2547,2548652,0,0,0,0,119,-1
4187,320,98,0,41721,29918,5608,3786,630,4451,1007,5611,183,2857,0,71635,0,0,7,8,1,365,0,33.737373,200228,40680,84380,5467,38187,22121,1,0,2512,324982,2547,2548652,0,0,0,0,119,-1
4187,320,98,0,42013,30095,5615,3795,630,4458,1006,5618,182,2858,0,72104,0,0,7,7,1,469,0,36.926147,200216,40680,84384,5467,38185,22122,1,0,2514,325122,2547,2548652,2,140,0,0,119,-1
4187,320,98,0,42216,30219,5621,3800,631,4463,1007,5624,181,2859,0,72431,0,0,5,6,1,327,0,33.333332,200360,40680,84380,5437,38221,22121,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4187,320,98,0,42467,30372,5632,3809,633,4473,1009,5635,182,2861,0,72835,0,0,10,11,2,404,0,36.088711,200448,40680,84384,5392,38240,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4187,320,98,0,42740,30545,5644,3820,634,4484,1010,5647,182,2862,0,73281,0,0,11,12,1,446,0,34.400002,200564,40680,84384,5392,38277,22122,2,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4187,320,98,0,42969,30700,5653,3827,636,4492,1012,5656,182,2864,0,73665,0,0,8,9,2,384,0,34.072582,200476,40680,84384,5377,38249,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4187,320,98,0,43310,30918,5672,3840,640,4509,1017,5675,183,2867,0,74224,0,0,17,19,3,559,0,39.959431,200412,40680,84384,5377,38231,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,43671,31128,5681,3849,641,4517,1018,5684,183,2869,0,74795,0,0,8,9,2,571,0,37.751003,200556,40680,84384,5362,38273,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,44045,31342,5693,3873,630,4527,1006,5696,182,2871,0,75383,0,0,10,12,2,588,0,44.288578,200448,40680,84384,5362,38243,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,44209,31456,5698,3877,631,4532,1007,5701,182,2872,0,75661,0,0,5,5,1,278,0,30.861723,200392,40680,84384,5362,38227,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,44394,31570,5705,3879,634,4538,1011,5708,183,2874,0,75960,0,0,6,7,2,299,0,35.151516,200564,40680,84380,5332,38277,22121,2,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,44604,31701,5712,3884,636,4544,1013,5715,183,2876,0,76301,0,0,6,7,2,341,0,32.394367,200684,40680,84384,5287,38300,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,44936,31937,5712,3887,635,4544,1011,5715,181,2876,0,76869,0,0,0,0,0,568,0,40.404041,200248,40680,88728,5377,38191,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,45062,32039,5715,3889,636,4547,1012,5718,182,2877,0,77097,0,0,3,3,1,228,0,31.174089,200268,40680,88724,5392,38206,22121,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4186,310,98,0,45423,32285,5729,3899,639,4560,1016,5732,183,2879,0,77704,0,0,13,14,2,607,0,40.28056,200244,40680,84312,5392,38190,22122,1,0,2514,325122,2547,2548652,0,0,0,0,119,-1
4176,300,98,0,51260,38157,7270,4848,704,5699,1145,7271,199,3539,1,89417,0,0,6,11,1,348,0,54.584221,226048,27260,94608,641,49853,13534,0,0,1989,213692,6623,8929406,4,280,2,104,111,-1
4176,300,98,0,51696,38444,7318,4862,715,5724,1153,7319,199,3546,2,90140,0,0,25,48,7,723,0,51.973682,219868,30152,88640,1413,48434,14178,28,0,2010,216212,6639,8935090,21,2520,16,5684,123,-1
4176,300,98,0,52032,38725,7347,4884,727,5748,1160,7348,198,3556,3,90757,0,0,24,29,10,617,0,71.328674,221196,34196,90644,694,48516,15463,0,6,2010,216212,6641,8935210,0,0,2,120,109,-1
4176,300,98,0,52642,39174,7503,4927,732,5836,1179,7504,200,3593,1,91816,0,0,88,156,37,1059,0,99.13295,222508,31408,94404,1577,48651,14911,0,0,2021,217300,6686,8950506,11,1088,45,15296,109,-1
4176,300,98,0,53341,39679,7643,5016,733,5943,1158,7645,196,3651,6,93019,0,0,107,141,58,1203,0,80.717491,215192,38928,98724,1940,46503,17111,27,0,2101,224809,6771,9026034,80,7509,85,75528,111,-1
4177,310,98,0,55148,40437,6291,4279,596,4969,988,6292,183,2925,6,95585,0,0,8,22,3,155,0,41.40625,203004,32052,86056,8498,39697,19456,2,0,674,82974,899,624653,0,0,0,0,118,-1
4177,310,98,0,55567,40710,6329,4294,610,4995,991,6330,185,2931,6,96277,0,0,26,38,6,692,0,41.263157,202296,32956,83644,8091,39356,19540,19,0,674,82974,899,624653,0,0,0,0,118,-1
4177,310,98,0,56149,41168,6346,4312,606,5006,991,6347,185,2932,6,97317,0,0,11,17,1,1040,0,53.623188,205364,35428,84912,6656,40139,20172,15,0,676,83126,899,624653,2,152,0,0,118,-1
4186,310,98,0,56310,41267,6346,4312,606,5006,991,6347,184,2932,6,97577,0,0,0,0,0,260,0,38.78788,205352,35476,84928,6649,40121,20172,6,0,688,84991,909,625758,12,1865,10,1105,118,-1
4186,310,98,0,56503,41377,6346,4312,606,5006,991,6347,184,2932,6,97880,0,0,0,0,0,303,0,31.111111,205472,35484,84716,6634,40149,20174,10,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,56859,41614,6352,4316,608,5012,993,6353,185,2933,6,98473,0,0,6,6,1,593,0,38.84462,205056,35484,84856,6709,40045,20174,5,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,57119,41787,6365,4325,611,5023,997,6366,186,2936,6,98906,0,0,11,13,3,433,0,38.46154,205112,35516,85124,6664,40059,20182,2,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,57574,42039,6386,4346,611,5041,997,6387,187,2939,6,99613,0,0,18,21,3,707,0,42.799191,205700,35908,85120,6499,40190,20295,2,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,57836,42210,6392,4352,612,5046,997,6393,185,2940,6,100046,0,0,5,6,1,433,0,34.930141,205720,35908,85196,6454,40199,20296,4,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,58253,42478,6414,4377,609,5065,993,6415,186,2943,6,100731,0,0,19,22,3,685,0,46.492985,206092,35904,85200,6394,40285,20298,8,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,58557,42677,6428,4389,612,5077,996,6429,186,2945,6,101234,0,0,12,14,2,503,0,39.271255,206160,35912,85204,6349,40301,20301,5,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,59049,43002,6456,4414,614,5103,999,6457,187,2947,6,102051,0,0,26,28,2,817,0,41.330647,206216,35912,85208,6332,40322,20301,2,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,59527,43310,6474,4429,617,5118,1001,6475,187,2950,6,102837,0,0,15,18,3,786,0,48.393574,206524,36448,85304,6092,40382,20446,1,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,59871,43533,6487,4440,619,5130,1003,6488,187,2952,6,103404,0,0,12,13,2,567,0,41.683777,206144,36452,87336,5715,40286,20447,2,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,60040,43641,6490,4443,620,5132,1004,6491,186,2953,8,103681,0,0,2,3,1,277,0,35.458168,206100,36488,85964,5910,40240,20457,2,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,60399,43885,6502,4466,610,5142,993,6503,186,2956,6,104284,0,0,10,12,3,603,0,43.584522,206312,36488,85312,6135,40334,20457,1,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,60751,44126,6514,4476,612,5152,995,6515,186,2958,6,104877,0,0,10,12,2,593,0,46.262627,205728,36496,85312,6285,40184,20459,1,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,61071,44353,6524,4486,610,5160,994,6525,186,2960,6,105424,0,0,8,10,2,547,0,43.200001,206864,36496,88364,5295,40468,20459,1,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,61494,44630,6547,4506,613,5181,997,6548,187,2963,6,106124,0,0,21,23,3,700,0,44.400002,206836,36496,85316,5970,40493,20459,1,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,61837,44859,6556,4515,614,5189,998,6557,187,2965,6,106696,0,0,8,9,2,572,0,38.57143,206872,36496,85968,5835,40466,20459,2,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,62251,45114,6575,4532,617,5206,1000,6576,186,2968,6,107365,0,0,17,19,3,669,0,41.26984,206892,36496,85316,5985,40473,20459,1,0,688,84991,909,625758,0,0,0,0,118,-1
4186,310,98,0,62615,45354,6587,4539,620,5216,1004,6588,187,2970,6,107969,0,0,10,12,2,604,0,42.970299,206928,36496,88364,5220,40480,20459,1,0,688,84991,910,625786,0,0,1,28,118,-1
4186,310,98,0,62940,45582,6599,4553,620,5227,1003,6600,186,2971,6,108522,0,0,11,12,1,553,0,42.07317,206864,36496,85316,6000,40465,20459,1,0,688,84991,910,625786,0,0,0,0,118,-1
4186,310,98,0,63411,45881,6616,4579,611,5241,994,6617,186,2975,6,109292,0,0,14,17,4,770,0,52.811245,206188,36496,85316,6165,40295,20459,1,0,688,84991,910,625786,0,0,0,0,118,-1
4187,310,98,0,63808,46159,6624,4579,617,5248,1001,6625,186,2978,6,109967,0,0,7,8,3,675,0,50.718685,207332,36988,92860,5040,40582,20586,21,0,688,84991,910,625786,0,0,0,0,118,-1
4187,310,98,0,63989,46324,6635,4587,620,5259,1004,6636,187,2980,6,110313,0,0,11,11,2,346,0,33.92857,207524,37000,92860,4982,40627,20588,2,0,688,84991,910,625786,0,0,0,0,118,-1
4187,310,98,0,64346,46589,6649,4600,621,5272,1005,6650,187,2981,6,110935,0,0,13,14,1,622,0,43.032787,207872,37004,85392,5597,40747,20590,5,0,688,84991,910,625786,0,0,0,0,118,-1
