,Option_type,Ask,Bid,Option_price,Stock_price,Strike_price,Volatility,Volume,Time_to_maturity,Implied_volatility
2061,1,2.35,2.1,2.2,70.55,60.0,0.251123221,1,0.660273973,0.296759962
2062,1,3.8,3.5,3.65,70.55,65.0,0.251123221,1,0.660273973,0.281684429
2063,1,0.9,0.4,0.9,70.07,37.5,0.276712283,50,1.589041096,0.365484861
2064,1,0.95,0.7,0.8,75.41,40.0,0.27828098,4,1.61369863,0.338873799
2065,1,1.9,0.7,1.5,70.07,42.5,0.276712283,2,1.589041096,0.379522806
2066,1,1.45,0.95,1.15,75.41,45.0,0.27828098,4,1.61369863,0.317633777
2067,1,1.4,1.1,2.4,80.43,47.5,0.277507293,1,1.624657534,0.285041329
2068,1,2.95,2.0,2.0,70.07,50.0,0.276712283,2,1.589041096,0.338263453
2069,1,0.0,0.0,2.35,83.13,55.0,0.294116418,2,1.726027397,0.031259688
2070,1,0.0,0.0,3.25,83.13,60.0,0.294116418,4,1.726027397,0.031259688
2071,1,4.5,4.0,4.6,80.43,65.0,0.277507293,46,1.624657534,0.204292625
2072,1,6.5,5.8,5.5,76.88,67.5,0.277975695,10,1.616438356,0.2298661
2075,1,9.0,8.3,10.7,80.43,77.5,0.277507293,2,1.624657534,0.127938408
2078,1,0.3,0.0,1.25,137.61,90.0,0.123502667,2,0.128767123,0.7050810740000001
2079,1,0.4,0.0,2.62,137.61,105.0,0.123502667,10,0.128767123,0.505864316
2080,1,0.15,0.0,0.1,136.83,110.0,0.113850452,1,0.104109589,0.414068359
2081,1,0.25,0.0,4.3,137.61,115.0,0.123502667,1,0.128767123,0.380865566
2082,1,0.3,0.1,2.45,137.61,120.0,0.123502667,5,0.128767123,0.322760679
2083,1,0.75,0.2,1.05,137.61,125.0,0.123502667,2,0.128767123,0.319098606
2084,1,0.85,0.5,1.6,137.61,130.0,0.123502667,12,0.128767123,0.245124736
2085,1,0.75,0.4,0.44,141.8,135.0,0.128597507,3,0.08493150699999999,0.145760496
2086,1,1.75,1.2,1.82,141.62,140.0,0.132992765,10,0.095890411,0.092050095
2087,1,0.45,0.1,0.75,137.61,95.0,0.137409176,3,0.378082192,0.38574833
2088,1,0.9,0.15,0.75,137.61,100.0,0.137409176,10,0.378082192,0.397466963
2089,1,0.65,0.15,1.05,137.61,105.0,0.137409176,10,0.378082192,0.324469646
2090,1,1.0,0.35,1.4,137.61,110.0,0.137409176,10,0.378082192,0.312995151
2091,1,1.3,0.4,1.45,137.61,115.0,0.137409176,10,0.378082192,0.288581333
2092,1,1.05,0.7,0.87,139.56,120.0,0.12098247,1,0.331506849,0.225959889
2093,1,2.05,1.35,2.6,137.61,125.0,0.137409176,10,0.378082192,0.23120886
2094,1,2.6,1.8,1.91,139.56,130.0,0.12098247,1,0.331506849,0.200508483
2095,1,4.6,3.8,5.33,137.61,135.0,0.137409176,34,0.378082192,0.208809182
2096,1,1.7,0.2,0.4,135.52,90.0,0.17686163100000002,3,0.6082191779999999,0.440435283
2097,1,0.65,0.0,0.8,141.8,95.0,0.152184145,10,0.583561644,0.314948257
2098,1,1.3,0.35,0.7,137.61,100.0,0.18494394100000006,3,0.62739726,0.330206893
2099,1,1.1,0.7,1.05,141.8,110.0,0.152184145,10,0.583561644,0.243415769
2100,1,2.4,1.95,2.05,141.8,125.0,0.152184145,10,0.583561644,0.187263987
2101,1,4.5,4.0,4.36,141.8,135.0,0.152184145,90,0.583561644,0.155861713
2103,1,0.1,0.0,0.1,14.2,10.0,0.479383475,30,0.128767123,0.773439766
2104,1,0.25,0.1,0.15,14.8,12.5,0.263278162,2,0.08493150699999999,0.554691953
2106,1,0.2,0.1,0.3,14.2,10.0,0.426851746,17,0.205479452,0.724612129
2107,1,0.4,0.25,0.5,14.8,12.5,0.450445324,3,0.161643836,0.508793975
2110,1,0.4,0.2,0.45,14.2,10.0,0.389005129,10,0.454794521,0.557621611
2111,1,0.9,0.7,0.8,14.8,12.5,0.396025414,23,0.410958904,0.524418818
2115,1,0.6,0.0,1.25,41.35,35.0,0.199371809,2,0.128767123,0.508793975
2116,1,0.95,0.5,0.45,41.7,40.0,0.226897918,20,0.104109589,0.384771777
2117,1,0.55,0.0,1.05,41.35,30.0,0.209022949,8,0.378082192,0.487798091
2118,1,0.75,0.0,0.55,41.95,35.0,0.215542257,1,0.3643835620000001,0.352057261
2119,1,2.3,1.7,2.65,41.35,40.0,0.209022949,1,0.378082192,0.350104155
2121,1,0.15,0.0,0.3,15.05,12.5,0.285014137,4,0.109589041,0.476567734
2123,1,0.6,0.4,0.5,14.6,12.5,0.354858039,10,0.252054795,0.514653291
2126,1,0.1,0.0,0.15,8.95,5.0,0.325673442,20,0.28219178100000003,0.7265652340000001
2127,1,0.3,0.2,0.25,9.0,7.5,0.333414905,5,0.238356164,0.52148916
2130,1,0.5,0.35,0.55,9.05,7.5,0.335160492,5,0.495890411,0.471684971
2132,1,1.05,0.8,1.0,55.85,55.0,0.145372019,22,0.08493150699999999,0.199959172
2133,1,2.05,1.4,1.95,55.5,55.0,0.17340746,5,0.15616438400000002,0.258796475
2134,1,0.45,0.0,0.2,54.3,35.0,0.204001942,4,0.28219178100000003,0.559574717
2135,1,0.55,0.05,0.25,55.6,40.0,0.189341904,4,0.257534247,0.519047778
2136,1,0.7,0.05,0.5,55.7,45.0,0.188864049,10,0.252054795,0.399420068
2137,1,1.5,1.05,4.5,54.3,50.0,0.204001942,11,0.28219178100000003,0.351324846
2138,1,2.85,2.15,2.2,55.6,55.0,0.189341904,10,0.257534247,0.287848918
2139,1,0.65,0.0,0.05,54.3,30.0,0.222647845,1,0.531506849,0.539067109
2140,1,1.15,0.2,0.45,55.85,40.0,0.207238538,3,0.504109589,0.452886331
2142,1,0.02,0.0,0.01,11.42,10.0,0.359849133,35,0.016438356,0.62500375
2143,1,0.05,0.03,0.05,11.29,9.5,0.242801438,16,0.071232877,0.6718782809999999
2144,1,0.03,0.02,0.03,11.24,10.0,0.372158382,250,0.024657534,0.468755313
2145,1,0.09,0.07,0.1,11.24,10.5,0.372158382,31,0.024657534,0.449224258
2146,1,0.22,0.2,0.24,11.24,11.0,0.372158382,2379,0.024657534,0.423833887
2150,1,0.06,0.04,0.05,11.24,10.0,0.422692627,1,0.043835616,0.4453180470000001
2151,1,0.14,0.1,0.14,11.24,10.5,0.422692627,15,0.043835616,0.423833887
2152,1,0.28,0.24,0.24,11.24,11.0,0.422692627,31,0.043835616,0.394537305
2157,1,0.12,0.03,0.13,12.36,10.0,0.281843189,2,0.090410959,0.470708418
2158,1,0.16,0.12,0.16,11.42,10.5,0.317084821,80,0.073972603,0.382818672
2159,1,0.35,0.3,0.35,11.24,11.0,0.369911566,8,0.063013699,0.39649041
2162,1,0.04,0.0,0.01,12.06,8.0,0.320555229,2,0.115068493,0.609378906
2163,1,0.03,0.01,0.02,11.59,9.0,0.307623439,3,0.08493150699999999,0.460942891
2164,1,0.12,0.1,0.12,11.24,10.0,0.323275792,241,0.08219178099999999,0.416021465
2165,1,0.22,0.2,0.2,11.24,10.5,0.323275792,253,0.08219178099999999,0.394537305
2166,1,0.4,0.37,0.37,11.24,11.0,0.323275792,3611,0.08219178099999999,0.388677988
2172,1,0.11,0.07,0.1,11.24,9.5,0.33171301,2,0.101369863,0.470708418
2173,1,0.11,0.06,0.09,12.34,10.0,0.319927518,10,0.123287671,0.365240723
2174,1,0.3,0.26,0.28,11.24,10.5,0.33171301,28,0.101369863,0.422857334
2175,1,0.48,0.42,0.45,11.24,11.0,0.33171301,52,0.101369863,0.408209043
2180,1,0.02,0.01,0.01,11.29,6.0,0.369173901,100,0.205479452,0.7343776559999999
2181,1,0.03,0.01,0.01,11.5,7.0,0.3734435920000001,3,0.17260274,0.593754063
2182,1,0.03,0.02,0.02,11.59,8.0,0.380482393,100,0.161643836,0.480473945
2183,1,0.1,0.09,0.09,11.24,9.0,0.387502344,50,0.15890411,0.451177363
2184,1,0.26,0.25,0.25,11.24,10.0,0.387502344,1558,0.15890411,0.41797457
2185,1,0.61,0.59,0.6,11.24,11.0,0.387502344,10251,0.15890411,0.4023497270000001
2195,1,0.37,0.34,0.3,11.24,10.0,0.37286233,30,0.235616438,0.410162148
2196,1,0.74,0.71,0.71,11.24,11.0,0.37286233,16,0.235616438,0.392584199
2199,1,0.09,0.06,0.06,11.24,7.0,0.401755144,10,0.408219178,0.501958105
2200,1,0.17,0.14,0.18,11.42,8.0,0.397241577,1300,0.419178082,0.45703668
2201,1,0.32,0.3,0.31,11.24,9.0,0.401755144,7,0.408219178,0.424810439
2202,1,0.59,0.55,0.6,11.24,10.0,0.401755144,15,0.408219178,0.405279385
2203,1,1.0,0.96,0.94,11.24,11.0,0.401755144,52,0.408219178,0.392095923
2209,1,0.05,0.0,0.06,11.29,5.0,0.425813363,3,0.531506849,0.578129219
2210,1,0.12,0.1,0.12,11.29,7.0,0.425813363,2,0.531506849,0.494145684
2211,1,0.16,0.14,0.15,11.59,8.0,0.411462651,200,0.487671233,0.412115254
2212,1,0.37,0.34,0.32,11.42,9.0,0.41173123,10,0.495890411,0.414068359
2213,1,0.56,0.53,0.56,11.59,10.0,0.411462651,107,0.487671233,0.3613345120000001
2214,1,1.1,1.06,1.09,11.24,11.0,0.413623841,78,0.484931507,0.392584199
2222,1,0.01,0.0,0.01,11.29,2.0,0.440363385,10,0.62739726,0.87500125
2223,1,0.01,0.0,0.02,11.29,2.5,0.440363385,10,0.62739726,0.7500025
2224,1,0.02,0.0,0.01,11.29,3.0,0.440363385,1,0.62739726,0.7343776559999999
2225,1,0.02,0.01,0.05,11.29,3.5,0.440363385,10,0.62739726,0.687503125
2226,1,0.03,0.01,0.02,12.06,4.0,0.4441731,115,0.61369863,0.6406285939999999
2227,1,0.04,0.0,0.05,11.29,4.5,0.440363385,95,0.62739726,0.570316797
2228,1,0.04,0.01,0.02,11.42,5.0,0.423362601,4,0.591780822,0.527348477
2229,1,0.08,0.04,0.04,11.24,5.5,0.42297744,1956,0.5808219179999999,0.5507857420000001
2230,1,0.12,0.11,0.12,11.42,7.0,0.423362601,4,0.591780822,0.453130469
2231,1,0.25,0.23,0.23,11.24,8.0,0.42297744,245,0.5808219179999999,0.434575967
2232,1,0.45,0.42,0.44,11.24,9.0,0.42297744,276,0.5808219179999999,0.413091807
2233,1,0.75,0.73,0.73,11.24,10.0,0.42297744,2625,0.5808219179999999,0.395025581
2234,1,1.18,1.16,1.15,11.24,11.0,0.42297744,1494,0.5808219179999999,0.383306948
2246,1,0.3,0.21,0.26,11.59,8.0,0.438579145,10,0.660273973,0.43555252
2247,1,0.51,0.48,0.48,11.24,9.0,0.440012124,12,0.6575342470000001,0.412115254
2248,1,0.71,0.68,0.7,11.59,10.0,0.438579145,3,0.660273973,0.35889313
2252,1,0.06,0.01,0.05,11.59,3.0,0.715615791,75,1.580821918,0.535160898
2253,1,0.18,0.07,0.17,11.29,4.0,0.7152398059999999,1,1.624657534,0.54297332
2254,1,0.52,0.4,0.47,11.24,7.0,0.715612748,20,1.578082192,0.43945873
2255,1,1.43,1.36,1.42,11.24,10.0,0.715612748,19,1.578082192,0.376959355
2262,1,0.15,0.1,0.1,10.51,7.5,0.595468175,10,0.08493150699999999,0.921875781
2263,1,1.0,0.75,0.75,10.51,10.0,0.595468175,128,0.08493150699999999,0.919922676
2266,1,1.95,1.5,1.85,11.28,10.0,0.612002752,1,0.361643836,0.8378922459999999
2269,1,0.65,0.15,0.5,10.9,5.0,0.95054189,20,0.594520548,0.947266152
2270,1,2.75,1.95,2.51,10.9,10.0,0.95054189,10,0.594520548,0.843751563
2276,1,0.1,0.0,0.4,37.6,22.5,0.276405201,1,0.28219178100000003,0.544926426
2277,1,0.15,0.0,0.4,37.6,25.0,0.276405201,1,0.28219178100000003,0.546879531
2278,1,0.3,0.15,0.6,37.6,30.0,0.276405201,71,0.28219178100000003,0.419927676
2279,1,0.75,0.55,0.7,39.65,35.0,0.242175652,31,0.265753425,0.320563435
2280,1,1.3,1.1,1.15,39.41,35.0,0.233050811,3,0.482191781,0.290778577
2281,1,0.02,0.0,0.03,29.41,26.0,0.111836555,25,0.01369863,0.62500375
2282,1,0.02,0.0,0.03,29.41,26.5,0.111836555,1,0.01369863,0.546879531
2283,1,0.07,0.03,0.09,29.69,27.0,0.208831785,2,0.052054795,0.6328161720000001
2284,1,0.02,0.01,0.06,29.4,27.5,0.13099885,2,0.024657534,0.4453180470000001
2285,1,0.05,0.02,0.06,29.41,28.0,0.111836555,1,0.016438356,0.449224258
2287,1,0.08,0.0,0.02,28.95,25.0,0.13989391199999998,13,0.052054795,0.5742230079999999
2288,1,0.07,0.03,0.02,28.95,25.5,0.13989391199999998,20,0.052054795,0.54297332
2289,1,0.03,0.0,0.03,29.41,26.0,0.111053043,13,0.032876712,0.441411836
2290,1,0.07,0.04,0.07,29.39,27.5,0.107188276,20,0.038356164,0.351568984
2291,1,0.05,0.03,0.03,29.88,28.0,0.119608564,10,0.02739726,0.267585449
2292,1,0.07,0.05,0.06,29.88,28.5,0.119608564,30,0.02739726,0.230476445
2293,1,0.12,0.1,0.11,29.88,29.0,0.119608564,30,0.02739726,0.205086074
2294,1,0.24,0.21,0.23,29.88,29.5,0.119608564,23,0.02739726,0.19336744100000006
2297,1,0.02,0.0,0.02,29.41,22.0,0.13376750199999998,4,0.052054795,0.578129219
2298,1,0.1,0.07,0.14,29.41,27.5,0.13376750199999998,1,0.052054795,0.300788242
2299,1,0.09,0.05,0.06,29.88,28.0,0.129647388,1,0.046575342,0.244148184
2300,1,0.12,0.08,0.13,29.88,28.5,0.129647388,10,0.046575342,0.214851602
2301,1,0.18,0.14,0.18,29.88,29.0,0.129647388,13,0.046575342,0.191414336
2302,1,0.31,0.26,0.3,29.88,29.5,0.133021058,10,0.043835616,0.179695703
2305,1,0.05,0.0,0.05,29.41,22.0,0.13011725400000002,4,0.071232877,0.558598164
2306,1,0.37,0.05,0.07,28.95,25.5,0.17226708,36,0.090410959,0.506840869
2307,1,0.21,0.11,0.3,29.06,27.0,0.17872158100000002,8,0.08493150699999999,0.368170381
2308,1,0.15,0.11,0.13,29.41,27.5,0.13011725400000002,2,0.071232877,0.287116504
2309,1,0.32,0.27,0.28,29.41,28.5,0.13011725400000002,2,0.073972603,0.271003384
2310,1,0.46,0.41,0.42,29.41,29.0,0.13011725400000002,3,0.071232877,0.265632344
2314,1,0.02,0.0,0.02,29.41,20.0,0.16946493399999998,20,0.090410959,0.562504375
2315,1,0.02,0.0,0.03,29.69,21.0,0.192435028,10,0.128767123,0.500005
2316,1,0.04,0.02,0.03,29.57,23.0,0.194024177,5,0.120547945,0.464849102
2317,1,0.05,0.02,0.04,29.88,23.5,0.137904138,40,0.08493150699999999,0.449224258
2318,1,0.06,0.03,0.04,29.88,24.0,0.137904138,2,0.08493150699999999,0.429693203
2319,1,0.08,0.03,0.05,29.88,24.5,0.137904138,40,0.08493150699999999,0.419927676
2320,1,0.09,0.06,0.09,29.06,25.0,0.167058079,1,0.104109589,0.394537305
2321,1,0.09,0.05,0.06,29.88,26.0,0.137904138,21,0.08493150699999999,0.324225508
2322,1,0.09,0.07,0.08,29.88,26.5,0.137904138,9,0.08493150699999999,0.289069609
2323,1,0.11,0.08,0.1,29.88,27.0,0.137904138,5495,0.08493150699999999,0.267585449
2324,1,0.17,0.13,0.15,29.88,28.0,0.137904138,29,0.08493150699999999,0.222664023
2325,1,0.22,0.18,0.26,29.88,28.5,0.137904138,2,0.08493150699999999,0.201179863
2326,1,0.31,0.29,0.29,29.88,29.0,0.138725458,10,0.08219178099999999,0.18555502
2327,1,0.44,0.43,0.43,29.88,29.5,0.138725458,9,0.08219178099999999,0.16993017600000002
2331,1,0.13,0.04,0.08,29.88,24.5,0.171874282,46,0.104109589,0.424810439
2332,1,0.21,0.08,0.19,29.88,27.0,0.171874282,3,0.104109589,0.295905479
2333,1,0.36,0.28,0.34,29.41,27.5,0.161307067,10,0.109589041,0.317389639
2334,1,0.32,0.23,0.31,29.88,28.0,0.171874282,8,0.104109589,0.26074958
2335,1,0.6,0.53,0.6,29.41,28.5,0.161307067,2,0.109589041,0.304206177
2336,1,0.54,0.48,0.51,29.88,29.0,0.171874282,1,0.104109589,0.236335762
2337,1,0.88,0.64,0.7,29.88,29.5,0.171874282,50,0.104109589,0.271979937
2340,1,0.02,0.0,0.02,29.69,15.0,0.177093823,5,0.205479452,0.6718782809999999
2341,1,0.02,0.0,0.02,29.25,16.0,0.181346905,16,0.175342466,0.609378906
2342,1,0.02,0.0,0.01,29.69,17.0,0.177093823,4,0.205479452,0.554691953
2343,1,0.02,0.0,0.01,29.69,18.0,0.177093823,75,0.205479452,0.500005
2344,1,0.02,0.0,0.01,29.69,19.0,0.177093823,48,0.205479452,0.492192578
2345,1,0.06,0.01,0.01,29.54,20.0,0.174825155,10,0.2,0.525395371
2346,1,0.03,0.02,0.03,29.88,21.0,0.183855955,57,0.161643836,0.41797457
2347,1,0.04,0.02,0.06,29.88,22.0,0.183855955,3,0.161643836,0.386724883
2348,1,0.08,0.04,0.07,29.39,23.0,0.17813473600000002,10,0.17260274,0.384771777
2349,1,0.12,0.1,0.07,29.57,24.0,0.174793752,1,0.197260274,0.363287617
2350,1,0.15,0.12,0.16,29.41,25.0,0.17761255199999998,2,0.16986301399999998,0.326178613
2351,1,0.23,0.2,0.25,29.41,26.0,0.17761255199999998,2,0.16986301399999998,0.306159282
2352,1,0.25,0.22,0.24,29.88,27.0,0.183855955,36,0.161643836,0.252937158
2353,1,0.41,0.38,0.4,29.88,28.0,0.183855955,43,0.161643836,0.234870933
2354,1,0.67,0.65,0.65,29.88,29.0,0.181632117,8,0.15890411,0.219490227
2358,1,0.25,0.13,0.17,29.88,25.0,0.167467048,30,0.238356164,0.309577217
2359,1,0.04,0.0,0.05,29.69,17.0,0.18341426,2,0.454794521,0.41797457
2360,1,0.05,0.01,0.15,29.69,18.0,0.18341426,50,0.454794521,0.394537305
2361,1,0.07,0.03,0.1,29.69,19.0,0.18341426,15,0.454794521,0.376959355
2362,1,0.08,0.05,0.07,29.88,20.0,0.181607761,3,0.410958904,0.347662773
2363,1,0.12,0.08,0.14,29.69,21.0,0.18341426,50,0.454794521,0.33789724600000004
2364,1,0.16,0.11,0.19,29.69,22.0,0.18341426,6,0.454794521,0.319831021
2365,1,0.23,0.19,0.21,29.69,23.0,0.18341426,170,0.454794521,0.308600664
2366,1,0.34,0.29,0.31,29.25,24.0,0.186016093,10,0.424657534,0.301764795
2367,1,0.47,0.43,0.45,29.25,25.0,0.186016093,4,0.424657534,0.291022715
2368,1,0.52,0.48,0.49,29.88,26.0,0.181607761,20,0.410958904,0.257087507
2369,1,0.89,0.84,0.93,29.4,27.0,0.185724986,1,0.42739726,0.274665457
2370,1,1.21,1.16,1.26,29.39,28.0,0.186407174,10,0.421917808,0.269782693
2371,1,1.33,1.29,1.3,29.88,29.0,0.182457199,1,0.408219178,0.228035063
2376,1,0.07,0.03,0.05,24.19,8.0,0.249457074,85,1.153424658,0.796877031
2377,1,0.02,0.0,0.01,29.69,10.0,0.178249082,1,0.62739726,0.546879531
2378,1,0.04,0.0,0.02,29.69,13.0,0.178249082,1,0.62739726,0.500005
2379,1,0.06,0.02,0.06,29.69,15.0,0.178249082,2,0.62739726,0.449224258
2380,1,0.1,0.05,0.09,29.54,17.0,0.179895711,5,0.621917808,0.410162148
2381,1,0.12,0.06,0.1,29.69,18.0,0.178249082,5,0.62739726,0.386724883
2382,1,0.14,0.09,0.15,29.69,19.0,0.178249082,20,0.62739726,0.3613345120000001
2383,1,0.18,0.13,0.15,29.25,20.0,0.172361312,100,0.597260274,0.345709668
2384,1,0.35,0.3,0.27,29.57,22.0,0.179885458,10,0.619178082,0.329596548
2385,1,0.44,0.41,0.36,29.57,23.0,0.179885458,20,0.619178082,0.314215842
2386,1,0.49,0.23,0.52,29.4,24.0,0.1723273,2,0.6,0.287116504
2387,1,0.58,0.5,0.54,29.88,25.0,0.175833811,20,0.583561644,0.265876482
2388,1,1.01,0.95,0.86,29.3,26.0,0.172896863,90,0.61369863,0.29224340600000004
2389,1,0.94,0.9,0.94,29.88,27.0,0.175833811,6,0.583561644,0.239021282
2390,1,1.46,1.24,1.46,29.41,28.0,0.173259062,1,0.591780822,0.258552336
2391,1,1.61,1.56,1.64,29.88,29.0,0.175833811,7,0.583561644,0.225349543
2397,1,0.2,0.16,0.16,29.88,20.0,0.177073352,10,0.660273973,0.332526206
2400,1,0.24,0.17,0.1,29.69,13.0,0.229108637,5,1.624657534,0.416021465
2401,1,0.91,0.83,0.86,29.06,20.0,0.22214560000000005,135,1.6,0.332770344
2402,1,1.35,1.06,1.12,29.88,22.0,0.221429282,47,1.580821918,0.323493093
2403,1,1.9,1.77,1.83,29.88,25.0,0.221429282,32,1.580821918,0.28223374
2404,1,2.99,2.79,2.97,28.95,27.0,0.221520881,20,1.608219178,0.301398588
2407,1,0.4,0.0,0.17,12.03,11.5,0.152103586,30,0.016438356,0.910157148
2408,1,0.2,0.0,0.11,12.03,11.0,0.215183263,13,0.035616438,0.578129219
2409,1,0.2,0.1,0.18,12.14,11.5,0.131266341,30,0.02739726,0.5488326370000001
2410,1,0.35,0.25,0.34,12.14,12.0,0.131266341,60,0.02739726,0.498051895
2412,1,0.2,0.05,0.1,11.61,10.0,0.360426843,20,0.071232877,0.7773459770000001
2413,1,0.35,0.2,0.3,11.61,11.0,0.35894147600000004,100,0.065753425,0.687503125
2414,1,0.75,0.15,0.35,12.03,11.5,0.373189023,130,0.052054795,0.6933624409999999
2415,1,0.65,0.25,0.5,11.8,11.5,0.333069882,1000,0.07671232900000001,0.587894746
2417,1,0.1,0.0,0.05,11.82,8.0,0.358669842,1,0.128767123,0.8515639840000001
2418,1,0.25,0.15,0.25,12.14,11.0,0.330891668,3,0.08493150699999999,0.492192578
2419,1,0.4,0.3,0.5,12.14,11.5,0.330891668,1000,0.08493150699999999,0.482427051
2420,1,0.6,0.45,0.65,12.14,12.0,0.330891668,1,0.08493150699999999,0.468755313
2422,1,0.1,0.0,0.2,11.82,6.0,0.370952447,20,0.205479452,0.976562734
2423,1,0.15,0.0,0.25,11.82,7.0,0.370952447,2,0.205479452,0.8515639840000001
2424,1,0.15,0.05,0.19,12.03,8.0,0.331536017,15,0.16986301399999998,0.722659023
2425,1,0.35,0.2,0.5,11.82,9.0,0.370952447,6,0.205479452,0.7539087109999999
2426,1,0.5,0.4,0.45,11.82,10.0,0.370952447,3,0.205479452,0.695315547
2427,1,0.85,0.7,0.78,11.59,11.0,0.350819335,4,0.2,0.677737598
2432,1,0.35,0.2,0.25,11.82,7.0,0.425494119,40,0.454794521,0.7500025
2433,1,0.45,0.3,0.7,11.82,8.0,0.425494119,73,0.454794521,0.672854834
2434,1,0.7,0.55,0.57,11.82,9.0,0.425494119,1010,0.454794521,0.662112754
2435,1,1.0,0.85,0.85,11.82,10.0,0.425494119,40,0.454794521,0.638675488
2436,1,1.15,1.05,1.11,12.14,11.0,0.427998891,20,0.410958904,0.543949873
2447,1,0.25,0.1,0.15,11.59,5.0,0.409765764,10,0.621917808,0.828126719
2448,1,0.45,0.3,0.4,11.82,7.0,0.406082395,61,0.62739726,0.695315547
2449,1,0.55,0.45,0.5,12.14,8.0,0.398996293,20,0.583561644,0.629886514
2450,1,0.9,0.75,0.8,11.82,9.0,0.406082395,50,0.62739726,0.63574583
2451,1,1.3,1.0,1.05,12.03,10.0,0.395113518,5,0.591780822,0.612308564
2452,1,1.4,1.3,1.45,12.14,11.0,0.398996293,50,0.583561644,0.531742964
2460,1,0.85,0.7,0.8,12.14,9.0,0.400200662,10,0.660273973,0.5795940479999999
2461,1,1.6,1.4,1.56,12.14,11.0,0.400200662,20,0.660273973,0.541996768
2463,1,0.35,0.05,0.75,16.95,15.0,0.244632581,4,0.128767123,0.485356709
2465,1,1.15,0.0,1.0,33.05,30.0,0.344753564,19,0.128767123,0.594730615
2467,1,0.5,0.0,0.35,33.05,20.0,0.347964302,17,0.205479452,0.808595664
2468,1,0.3,0.1,0.2,32.35,25.0,0.324475205,20,0.180821918,0.519536055
2469,1,0.9,0.55,0.05,32.8,30.0,0.319946679,10,0.16986301399999998,0.378424185
2471,1,0.5,0.0,0.5,33.05,17.5,0.370105635,5,0.454794521,0.62500375
2472,1,0.35,0.15,1.55,33.05,22.5,0.370105635,8,0.454794521,0.442388389
2473,1,1.5,0.0,1.4,33.05,25.0,0.370105635,52,0.454794521,0.582523706
2474,1,1.85,1.3,2.1,33.05,30.0,0.370105635,7,0.454794521,0.368902795
2475,1,1.55,1.15,1.35,41.2,40.0,0.236789219,59,0.093150685,0.420415952
2477,1,1.8,1.4,1.65,41.4,40.0,0.220866768,1,0.161643836,0.346197944
2478,1,0.15,0.05,0.42,44.7,25.0,0.292963849,10,0.28219178100000003,0.539067109
2479,1,0.25,0.1,1.7,44.7,30.0,0.292963849,1,0.28219178100000003,0.440435283
2480,1,0.8,0.5,0.45,44.45,35.0,0.287765849,2,0.276712329,0.384283501
2481,1,1.95,1.55,1.59,42.45,40.0,0.278842283,1,0.26849315100000004,0.30493859100000004
2482,1,0.75,0.4,0.5,42.55,30.0,0.302848291,3,0.506849315,0.418706985
2483,1,1.5,1.2,1.27,41.4,35.0,0.309363966,5,0.487671233,0.35620761
2484,1,2.35,1.85,2.73,44.7,40.0,0.299560322,20,0.531506849,0.249763362
2486,1,0.02,0.0,0.06,18.98,14.5,0.253676037,46,0.052054795,0.906250938
2487,1,0.02,0.0,0.02,18.98,15.5,0.253676037,12,0.052054795,0.6406285939999999
2488,1,0.04,0.0,0.05,17.27,16.5,0.177309217,20,0.019178082,0.507817422
2490,1,0.02,0.0,0.06,18.98,15.5,0.216796556,25,0.071232877,0.437505625
2491,1,0.03,0.0,0.06,18.98,16.0,0.216796556,5,0.071232877,0.37500625
2492,1,0.08,0.05,0.07,17.4,16.5,0.199315271,10,0.04109589,0.37500625
2493,1,0.18,0.14,0.13,17.4,17.0,0.199315271,20,0.04109589,0.367193828
2494,1,0.2,0.16,0.18,17.69,17.5,0.204362092,6,0.02739726,0.234382656
2498,1,0.13,0.07,0.15,17.35,16.5,0.189856721,20,0.052054795,0.345709668
2499,1,0.08,0.05,0.06,18.98,17.0,0.205645922,19,0.090410959,0.201179863
2505,1,0.03,0.0,0.02,17.69,15.0,0.239692928,10,0.065753425,0.37500625
2506,1,0.17,0.12,0.15,17.69,17.0,0.239692928,30,0.065753425,0.237312314
2509,1,0.02,0.0,0.01,18.98,13.0,0.182451128,1,0.128767123,0.523442266
2510,1,0.05,0.03,0.05,17.27,15.0,0.227028433,3,0.095890411,0.367193828
2511,1,0.08,0.05,0.05,17.69,16.0,0.240621917,15,0.08493150699999999,0.283210293
2512,1,0.11,0.08,0.12,17.69,16.5,0.240621917,16,0.08493150699999999,0.244148184
2513,1,0.19,0.17,0.21,17.69,17.0,0.240621917,172,0.08493150699999999,0.221687471
2514,1,0.37,0.32,0.39,17.69,17.5,0.240621917,1,0.08493150699999999,0.220710918
2519,1,0.27,0.2,0.21,17.69,17.0,0.235679771,1,0.104109589,0.242195078
2522,1,0.01,0.0,0.04,18.98,7.0,0.184115509,370,0.205479452,0.87500125
2523,1,0.01,0.0,0.04,18.98,8.0,0.184115509,119,0.205479452,0.7500025
2524,1,0.02,0.0,0.02,18.98,9.0,0.184115509,2,0.205479452,0.7031279690000001
2525,1,0.02,0.0,0.1,18.98,10.0,0.184115509,10,0.205479452,0.593754063
2526,1,0.02,0.0,0.1,18.98,11.0,0.184115509,4,0.205479452,0.500005
2527,1,0.02,0.0,0.05,18.98,12.0,0.184115509,5,0.205479452,0.468755313
2528,1,0.04,0.01,0.02,17.76,13.0,0.20054974,1,0.180821918,0.429693203
